Gene	Tau	Tissue
AT3G54850	0.280378331044	pollen
AT3G54860	0.197867586861	dark-grown seedling
AT3G54870	0.888641427168	root
AT3G54880	0.408633370075	pollen
AT3G54890	0.349817185908	leaf
AT3G54900	0.29531743997	leaf
AT3G54910	0.463539046799	carpel
AT3G54920	0.297154114014	carpel
AT3G54925	1.0	receptacle
AT3G54930	0.519639852864	pollen
AT3G54940	0.967572020622	dark-grown seedling
AT3G54950	0.459256633436	root apical meristem
AT3G54960	0.396980517274	root
AT3G54970	0.370960409959	carpel
AT3G54980	0.430240785745	carpel
AT3G54990	0.536737422451	dark-grown seedling
AT3G55000	0.306308127853	carpel
AT3G55005	0.262256430405	carpel
AT3G55010	0.295666664884	carpel
AT3G55020	0.208516981003	dark-grown seedling
AT3G55030	0.102259545136	receptacle
AT3G55040	0.357311265635	shoot apical meristem
AT3G55050	0.404698864706	pollen
AT3G55060	0.581771183375	carpel
AT3G55070	0.157854887823	receptacle
AT3G55080	0.262464528368	shoot apical meristem
AT3G55090	0.771584974022	receptacle
AT3G55100	0.962708188326	receptacle
AT3G55110	0.641724579279	receptacle
AT3G55120	0.377274264033	carpel
AT3G55130	0.509504276128	aerial
AT3G55140	0.232603435573	stage 12 inflorescence
AT3G55150	0.855819095225	root
AT3G55160	0.50708336575	carpel
AT3G55170	0.226063360353	carpel
AT3G55180	0.932606200634	pollen
AT3G55190	0.924572066581	pollen
AT3G55200	0.354059084578	carpel
AT3G55220	0.304248054716	carpel
AT3G55230	0.772143382738	root
AT3G55240	0.780019658275	leaf
AT3G55250	0.37712266385	shoot apical meristem
AT3G55252	1.0	receptacle
AT3G55258	1.0	light-grown seedling
AT3G55260	0.213869741011	carpel
AT3G55270	0.249375906675	dark-grown seedling
AT3G55280	0.262137178042	carpel
AT3G55290	0.609080073089	stage 12 inflorescence
AT3G55310	0.890109333759	dark-grown seedling
AT3G55320	0.320633992297	carpel
AT3G55330	0.411732250209	shoot apical meristem
AT3G55340	0.383286483102	carpel
AT3G55350	0.321779642322	carpel
AT3G55360	0.26625995298	carpel
AT3G55370	0.486441274391	root
AT3G55380	0.142149672564	carpel
AT3G55390	0.374050489182	receptacle
AT3G55400	0.208608401096	shoot apical meristem
AT3G55410	0.16888366348	root
AT3G55420	0.268268806648	carpel
AT3G55430	0.39667803753	pollen
AT3G55440	0.21980760126	root apical meristem
AT3G55450	0.221350959	root
AT3G55460	0.182674487642	carpel
AT3G55470	0.29627274594	receptacle
AT3G55480	0.301893042315	carpel
AT3G55490	0.38716520188	carpel
AT3G55500	0.518199721209	receptacle
AT3G55510	0.47745548511	carpel
AT3G55515	0.991284222249	root
AT3G55520	0.209862603981	shoot apical meristem
AT3G55530	0.191606008689	receptacle
AT3G55560	0.520701713054	dark-grown seedling
AT3G55566	0.950650714036	dark-grown seedling
AT3G55570	0.986408626563	leaf
AT3G55580	0.759706905994	aerial
AT3G55590	1.0	pollen
AT3G55600	0.190856413788	pollen
AT3G55605	0.398505472668	carpel
AT3G55610	0.284004060041	dark-grown seedling
AT3G55620	0.143472663203	root apical meristem
AT3G55630	0.380585594	shoot apical meristem
AT3G55640	0.278601409695	receptacle
AT3G55646	0.758254775729	leaf
AT3G55660	0.608823731967	carpel
AT3G55665	1.0	receptacle
AT3G55672	1.0	receptacle
AT3G55677	1.0	receptacle
AT3G55680	0.914511873364	carpel
AT3G55690	0.539940002595	receptacle
AT3G55700	0.886201304683	stage 12 inflorescence
AT3G55710	0.620922416708	stage 12 inflorescence
AT3G55720	0.855768418827	root apical meristem
AT3G55730	0.485666007061	stage 12 inflorescence
AT3G55740	0.361221739952	receptacle
AT3G55750	0.234107745369	carpel
AT3G55760	0.348504729033	carpel
AT3G55770	0.25727345131	dark-grown seedling
AT3G55790	0.876822368597	root
AT3G55795	1.0	light-grown seedling
AT3G55800	0.364180142493	leaf
AT3G55820	0.578822943825	receptacle
AT3G55830	0.242110398715	dark-grown seedling
AT3G55840	0.450238585554	leaf
AT3G55850	0.253880293601	carpel
AT3G55860	1.0	light-grown seedling
AT3G55870	1.0	stage 12 inflorescence
AT3G55880	0.513565480516	root
AT3G55890	0.757467408571	receptacle
AT3G55900	0.838826150758	receptacle
AT3G55910	0.81896374076	receptacle
AT3G55920	0.251680842613	carpel
AT3G55940	0.637801540932	root
AT3G55950	0.587685349887	root
AT3G55960	0.230809099104	root
AT3G55970	0.823647031174	receptacle
AT3G55980	0.539361105204	carpel
AT3G55990	0.597591564925	root
AT3G56000	0.733194049745	root
AT3G56010	0.381522756332	shoot apical meristem
AT3G56020	0.206792388251	receptacle
AT3G56030	0.459970837557	root apical meristem
AT3G56040	0.34124624253	shoot apical meristem
AT3G56050	0.270862107556	aerial
AT3G56060	0.435803739363	aerial
AT3G56070	0.312658745094	carpel
AT3G56080	0.553267942919	aerial
AT3G56090	0.263134114891	carpel
AT3G56100	0.684783381988	carpel
AT3G56110	0.288742776665	root apical meristem
AT3G56120	0.372976950406	carpel
AT3G56130	0.225643339359	carpel
AT3G56140	0.342138659077	dark-grown seedling
AT3G56150	0.153456572635	carpel
AT3G56160	0.311176680935	shoot apical meristem
AT3G56170	0.363815306495	receptacle
AT3G56180	0.92793702692	pollen
AT3G56190	0.123985180837	root
AT3G56200	0.37887665596	receptacle
AT3G56210	0.153780262882	carpel
AT3G56220	0.653187632612	carpel
AT3G56230	0.800209414563	root
AT3G56240	0.290517366452	receptacle
AT3G56250	0.450643622189	dark-grown seedling
AT3G56260	0.52948500995	stage 12 inflorescence
AT3G56270	0.389435550931	receptacle
AT3G56275	0.621919164451	receptacle
AT3G56277	1.0	light-grown seedling
AT3G56290	0.580990472521	aerial
AT3G56300	0.621434819264	carpel
AT3G56310	0.274724555184	dark-grown seedling
AT3G56320	0.46999520654	carpel
AT3G56330	0.602673921673	shoot apical meristem
AT3G56340	0.24566120343	root apical meristem
AT3G56350	0.974538756292	dark-grown seedling
AT3G56360	0.171409924973	aerial
AT3G56370	0.422383612845	carpel
AT3G56380	0.916163566641	stage 12 inflorescence
AT3G56390	1.0	light-grown seedling
AT3G56400	0.524966998585	aerial
AT3G56408	0.473398265342	carpel
AT3G56410	0.61540940182	dark-grown seedling
AT3G56420	0.971617167179	pollen
AT3G56430	0.328056663247	carpel
AT3G56440	0.373166144646	receptacle
AT3G56450	0.326078400422	dark-grown seedling
AT3G56460	0.181174841403	receptacle
AT3G56470	0.610716695455	dark-grown seedling
AT3G56480	0.339586376846	carpel
AT3G56490	0.2361444886	carpel
AT3G56500	0.892448226532	root apical meristem
AT3G56510	0.23089374005	carpel
AT3G56550	0.958620431787	carpel
AT3G56570	0.555877469378	carpel
AT3G56580	0.231123974408	carpel
AT3G56590	0.210998918095	aerial
AT3G56600	0.929607319579	pollen
AT3G56610	0.913474212273	carpel
AT3G56620	0.708570141489	receptacle
AT3G56630	0.429487996523	aerial
AT3G56640	0.345351711126	carpel
AT3G56650	0.400500455956	shoot apical meristem
AT3G56680	0.149163339433	pollen
AT3G56690	0.38742798136	carpel
AT3G56700	0.923424411617	aerial
AT3G56705	0.861051911544	stage 12 inflorescence
AT3G56710	0.642154508737	aerial
AT3G56720	0.243751265731	carpel
AT3G56730	0.683069433784	root
AT3G56740	0.300294673018	carpel
AT3G56750	0.312320961673	carpel
AT3G56760	0.23680290515	root
AT3G56770	0.751681585521	root
AT3G56790	0.80911630025	carpel
AT3G56800	0.16210455655	pollen
AT3G56810	0.389683870235	carpel
AT3G56820	0.232148055339	carpel
AT3G56825	0.790436530995	stage 12 inflorescence
AT3G56830	0.362557660625	carpel
AT3G56840	0.223663871787	root
AT3G56850	0.263525298824	carpel
AT3G56860	0.168385278651	dark-grown seedling
AT3G56870	0.707539623336	carpel
AT3G56880	0.454151178153	carpel
AT3G56890	0.901472242918	light-grown seedling
AT3G56891	0.927704068239	root
AT3G56900	0.417203438411	carpel
AT3G56910	0.298186304078	shoot apical meristem
AT3G56920	0.952349552699	pollen
AT3G56930	0.406606641641	dark-grown seedling
AT3G56940	0.29685407134	leaf
AT3G56950	0.21036235828	root
AT3G56960	0.667604350807	pollen
AT3G56970	0.701371806698	root apical meristem
AT3G56980	0.779755429414	root apical meristem
AT3G56990	0.338956443544	carpel
AT3G57000	0.334837407624	carpel
AT3G57010	0.658509686678	root
AT3G57020	0.584068918604	root
AT3G57030	0.260882593308	carpel
AT3G57040	0.361214396603	root
AT3G57050	0.221134040256	root
AT3G57060	0.578276354573	carpel
AT3G57062	0.238448681851	aerial
AT3G57070	0.234842997288	carpel
AT3G57072	1.0	root
AT3G57080	0.259575735125	shoot apical meristem
AT3G57090	0.168716512611	root apical meristem
AT3G57110	0.865452643333	stage 12 inflorescence
AT3G57120	0.345064591203	carpel
AT3G57130	0.877165933495	stage 12 inflorescence
AT3G57140	0.713690426664	pollen
AT3G57150	0.263402615813	carpel
AT3G57160	0.309413741895	receptacle
AT3G57170	0.405101264724	dark-grown seedling
AT3G57180	0.472142502391	shoot apical meristem
AT3G57190	0.354068587507	aerial
AT3G57200	0.632902844816	stage 12 inflorescence
AT3G57210	1.0	light-grown seedling
AT3G57220	0.297793542463	carpel
AT3G57230	0.239615792586	dark-grown seedling
AT3G57240	0.907489255108	aerial
AT3G57250	0.946291732788	receptacle
AT3G57260	0.873053796682	aerial
AT3G57270	1.0	leaf
AT3G57280	0.213978841376	root
AT3G57290	0.174784370061	carpel
AT3G57300	0.401190294409	dark-grown seedling
AT3G57310	0.988065951259	receptacle
AT3G57320	0.202576144123	shoot apical meristem
AT3G57330	0.17441668137	receptacle
AT3G57340	0.204008128403	dark-grown seedling
AT3G57350	0.421813905775	carpel
AT3G57360	0.545233584502	carpel
AT3G57380	0.72619605946	root
AT3G57390	0.59165568536	pollen
AT3G57400	0.412467859128	aerial
AT3G57410	0.314951500106	dark-grown seedling
AT3G57420	0.285043906286	dark-grown seedling
AT3G57430	0.59974601139	shoot apical meristem
AT3G57440	0.984671176848	carpel
AT3G57450	0.309079578759	carpel
AT3G57460	0.869064735365	leaf
AT3G57470	0.33127889648	dark-grown seedling
AT3G57480	0.589645305005	pollen
AT3G57490	0.349183170286	root apical meristem
AT3G57500	0.669339616656	carpel
AT3G57510	0.995794051595	stage 12 inflorescence
AT3G57520	0.295935921361	receptacle
AT3G57530	0.23178697868	carpel
AT3G57540	0.693641831704	root
AT3G57550	0.281575438656	pollen
AT3G57560	0.278229442344	shoot apical meristem
AT3G57570	0.366718245255	carpel
AT3G57580	0.547237492352	carpel
AT3G57590	0.47107798209	carpel
AT3G57600	0.583227538449	shoot apical meristem
AT3G57610	0.185165069655	carpel
AT3G57620	0.998000892931	carpel
AT3G57630	0.41556543403	root
AT3G57640	0.816434832842	aerial
AT3G57645	0.899857692788	root apical meristem
AT3G57650	0.165262250932	root
AT3G57660	0.399426178723	carpel
AT3G57670	0.751539495877	carpel
AT3G57680	0.727664614621	receptacle
AT3G57690	0.855918741857	pollen
AT3G57700	0.97293008568	pollen
AT3G57710	0.359518156906	receptacle
AT3G57720	0.573267351777	carpel
AT3G57730	0.755157993789	root
AT3G57740	0.806888609172	root apical meristem
AT3G57750	0.217070976752	stage 12 inflorescence
AT3G57760	0.472229702309	dark-grown seedling
AT3G57765	0.692906485805	dark-grown seedling
AT3G57770	0.72141141567	dark-grown seedling
AT3G57780	0.471854080248	shoot apical meristem
AT3G57785	0.100680094849	carpel
AT3G57790	0.311195794415	dark-grown seedling
AT3G57800	0.312414411968	stage 12 inflorescence
AT3G57810	0.268657065477	carpel
AT3G57820	0.950289877022	leaf
AT3G57830	0.5007505611	carpel
AT3G57840	0.901700030494	stage 12 inflorescence
AT3G57850	0.903119513934	carpel
AT3G57860	0.539104650265	carpel
AT3G57870	0.146496634555	receptacle
AT3G57880	0.416161955831	carpel
AT3G57890	0.137071793738	root apical meristem
AT3G57900	0.719275756091	root
AT3G57910	0.538244897428	carpel
AT3G57920	0.919712001056	carpel
AT3G57930	0.401644686552	carpel
AT3G57940	0.458569675756	carpel
AT3G57950	0.806726790007	receptacle
AT3G57965	0.371901320368	carpel
AT3G57970	0.987334244017	carpel
AT3G57980	0.249216260757	carpel
AT3G57990	0.203152969908	aerial
AT3G58000	0.511789667665	receptacle
AT3G58010	0.2989963648	shoot apical meristem
AT3G58020	0.235431247902	carpel
AT3G58030	0.145991071673	carpel
AT3G58035	1.0	light-grown seedling
AT3G58040	0.248883612931	pollen
AT3G58050	0.183923280513	dark-grown seedling
AT3G58060	0.949125982866	stage 12 inflorescence
AT3G58070	0.828580051129	aerial
AT3G58090	0.328134048591	carpel
AT3G58100	0.438552325467	carpel
AT3G58110	0.269273251101	carpel
AT3G58120	0.314177243218	root apical meristem
AT3G58130	0.258811256068	root
AT3G58140	0.28445678217	shoot apical meristem
AT3G58150	0.717679101732	carpel
AT3G58160	0.561662161387	pollen
AT3G58170	0.251171450998	receptacle
AT3G58180	0.246382828786	carpel
AT3G58190	0.977703179233	root
AT3G58193	0.880465867215	stage 12 inflorescence
AT3G58196	0.945576984579	root apical meristem
AT3G58200	0.784244253732	carpel
AT3G58220	0.384171341802	carpel
AT3G58240	0.985918873253	pollen
AT3G58270	0.488008633194	receptacle
AT3G58310	0.984545090768	stage 12 inflorescence
AT3G58330	1.0	receptacle
AT3G58347	0.96080800176	receptacle
AT3G58350	0.68830854983	root
AT3G58380	0.993888720847	receptacle
AT3G58390	1.0	dark-grown seedling
AT3G58430	0.546888701017	carpel
AT3G58450	0.808826642829	receptacle
AT3G58460	0.211217665033	carpel
AT3G58470	0.25023159908	carpel
AT3G58480	0.938869326604	pollen
AT3G58490	0.53703247844	pollen
AT3G58500	0.13735402719	dark-grown seedling
AT3G58510	0.132256955893	root apical meristem
AT3G58520	0.554079566001	carpel
AT3G58530	0.293413499545	dark-grown seedling
AT3G58540	0.810316112191	root
AT3G58550	0.902721064219	root
AT3G58560	0.223139974968	carpel
AT3G58570	0.224619077303	carpel
AT3G58580	0.243391602667	carpel
AT3G58590	0.726728272058	carpel
AT3G58600	0.258274885771	root
AT3G58610	0.150048658613	shoot apical meristem
AT3G58620	0.374188836806	receptacle
AT3G58630	0.281635493192	carpel
AT3G58640	0.312176808616	dark-grown seedling
AT3G58650	0.619522614758	carpel
AT3G58660	0.295164880775	carpel
AT3G58670	0.332475397692	dark-grown seedling
AT3G58680	0.13923608269	dark-grown seedling
AT3G58690	0.488965732032	carpel
AT3G58700	0.23168854574	carpel
AT3G58710	0.51736434932	root apical meristem
AT3G58720	0.476291434897	receptacle
AT3G58730	0.123768090998	root
AT3G58750	0.244023709024	root apical meristem
AT3G58760	0.255944873597	receptacle
AT3G58770	0.969084795124	carpel
AT3G58780	0.736237891534	carpel
AT3G58790	0.368029933585	carpel
AT3G58795	0.966783549759	shoot apical meristem
AT3G58800	0.459807786234	carpel
AT3G58810	0.630336353314	root
AT3G58820	0.568633612983	carpel
AT3G58830	0.231753079551	pollen
AT3G58840	0.273775180767	carpel
AT3G58850	0.393105246484	dark-grown seedling
AT3G58865	0.514428678187	carpel
AT3G58900	0.423869695151	dark-grown seedling
AT3G58930	0.553266242401	carpel
AT3G58940	0.484950266797	carpel
AT3G58970	0.155576732974	aerial
AT3G58975	0.507936047603	carpel
AT3G58980	0.401441902541	carpel
AT3G58990	0.587874620055	aerial
AT3G59000	0.408970513329	carpel
AT3G59010	0.691880006099	aerial
AT3G59020	0.202978101336	carpel
AT3G59030	0.949427098117	receptacle
AT3G59040	0.426997336981	shoot apical meristem
AT3G59050	0.199144120906	receptacle
AT3G59060	0.543705263381	aerial
AT3G59068	0.638139107456	pollen
AT3G59080	0.430377011162	receptacle
AT3G59090	0.184949309071	dark-grown seedling
AT3G59100	0.476856107555	root
AT3G59110	0.29328858953	carpel
AT3G59120	0.946094457452	root
AT3G59130	0.922299509738	root
AT3G59140	0.440643687016	carpel
AT3G59150	0.392383615846	carpel
AT3G59160	0.985272076069	pollen
AT3G59190	0.995219746184	carpel
AT3G59200	0.89598125941	carpel
AT3G59210	0.439634650855	root
AT3G59220	0.576254911019	root
AT3G59250	0.68817856192	light-grown seedling
AT3G59260	0.966810471073	carpel
AT3G59270	0.947750068266	shoot apical meristem
AT3G59280	0.126961091506	receptacle
AT3G59290	0.615234069901	pollen
AT3G59300	0.158718012897	receptacle
AT3G59310	0.337579783685	carpel
AT3G59320	0.452439313175	receptacle
AT3G59330	0.550351083977	receptacle
AT3G59340	0.88540601351	root
AT3G59350	0.430762488618	pollen
AT3G59360	0.235107331748	root
AT3G59370	0.80971399074	root
AT3G59380	0.153597808842	carpel
AT3G59390	0.383868462385	carpel
AT3G59400	0.432367351926	aerial
AT3G59410	0.363968999385	dark-grown seedling
AT3G59415	1.0	light-grown seedling
AT3G59420	0.610269003993	carpel
AT3G59430	0.483286825383	carpel
AT3G59440	0.959303091239	root
AT3G59450	0.641162040262	carpel
AT3G59455	0.942100799398	stage 12 inflorescence
AT3G59460	0.999847511536	stage 12 inflorescence
AT3G59470	0.276721766821	carpel
AT3G59480	0.616263246851	carpel
AT3G59490	0.242897344091	carpel
AT3G59500	0.141195185588	carpel
AT3G59510	0.84013645991	aerial
AT3G59520	0.259184824127	root
AT3G59530	0.672622728016	stage 12 inflorescence
AT3G59540	0.204083486104	carpel
AT3G59550	0.602850406133	carpel
AT3G59570	0.433512877752	pollen
AT3G59580	0.766079646469	aerial
AT3G59600	0.244415703589	carpel
AT3G59620	1.0	leaf
AT3G59630	0.344332352715	carpel
AT3G59640	0.23715014015	pollen
AT3G59650	0.295052639148	carpel
AT3G59660	0.240140414085	root
AT3G59670	0.331694594378	carpel
AT3G59680	0.501073340683	pollen
AT3G59690	0.518049968649	root
AT3G59695	0.887566270751	root apical meristem
AT3G59700	0.650626933244	root
AT3G59710	0.760000394233	root apical meristem
AT3G59730	0.886986746026	root
AT3G59740	0.9323686721	root
AT3G59750	0.828673286729	root
AT3G59760	0.285040893985	root
AT3G59765	0.47983370839	shoot apical meristem
AT3G59770	0.271389438746	dark-grown seedling
AT3G59780	0.360139319894	leaf
AT3G59790	0.970723093047	shoot apical meristem
AT3G59800	0.254544607692	dark-grown seedling
AT3G59810	0.208963458165	carpel
AT3G59820	0.318710116342	carpel
AT3G59830	0.935875839581	pollen
AT3G59840	0.174187112437	shoot apical meristem
AT3G59845	0.889604825473	receptacle
AT3G59850	0.730382346874	receptacle
AT3G59870	0.363840332537	shoot apical meristem
AT3G59880	0.776685689758	pollen
AT3G59890	0.399071749387	carpel
AT3G59900	0.669458539403	dark-grown seedling
AT3G59910	0.113380963971	carpel
AT3G59920	0.115178773787	root
AT3G59923	1.0	light-grown seedling
AT3G59926	0.994263331745	light-grown seedling
AT3G59930	0.734326890979	root
AT3G59940	0.480740662115	leaf
AT3G59950	0.267285288751	receptacle
AT3G59960	0.965690215767	pollen
AT3G59970	0.13711147147	root
AT3G59980	0.348477750669	shoot apical meristem
AT3G59990	0.215174063301	root
AT3G60010	1.0	pollen
AT3G60020	1.0	pollen
AT3G60030	0.288188207916	dark-grown seedling
AT3G60040	0.750630974085	pollen
AT3G60050	0.400637665551	carpel
AT3G60070	0.630751760449	dark-grown seedling
AT3G60075	1.0	light-grown seedling
AT3G60080	0.198571610342	dark-grown seedling
AT3G60090	1.0	root
AT3G60100	0.984211653135	stage 12 inflorescence
AT3G60110	0.385485251242	receptacle
AT3G60120	0.940897974813	root apical meristem
AT3G60130	0.287467442523	dark-grown seedling
AT3G60140	0.830566811954	dark-grown seedling
AT3G60150	0.350407352096	dark-grown seedling
AT3G60160	0.705902874037	carpel
AT3G60164	0.831763228986	aerial
AT3G60180	0.294347076469	receptacle
AT3G60190	0.278479031634	carpel
AT3G60200	0.257278990188	root apical meristem
AT3G60210	0.26089642631	shoot apical meristem
AT3G60220	0.375432769707	root apical meristem
AT3G60240	0.192214199779	carpel
AT3G60245	0.19400136654	root apical meristem
AT3G60250	0.267480092647	dark-grown seedling
AT3G60260	0.285021332936	carpel
AT3G60270	0.992658346261	root
AT3G60280	0.931569055658	root apical meristem
AT3G60286	0.412628192233	receptacle
AT3G60290	0.495571173639	dark-grown seedling
AT3G60300	0.279069356503	dark-grown seedling
AT3G60310	0.455306516429	dark-grown seedling
AT3G60320	0.236921021083	dark-grown seedling
AT3G60330	0.753535425696	pollen
AT3G60340	0.198989937732	dark-grown seedling
AT3G60350	0.20277032986	carpel
AT3G60360	0.234508872239	root
AT3G60370	0.39451940202	shoot apical meristem
AT3G60380	0.306262674792	carpel
AT3G60390	0.356309169344	shoot apical meristem
AT3G60400	0.395361733791	carpel
AT3G60410	0.217406749569	root apical meristem
AT3G60420	1.0	leaf
AT3G60440	0.333055858264	root
AT3G60450	0.412093353177	root apical meristem
AT3G60460	1.0	pollen
AT3G60470	0.979930425388	aerial
AT3G60480	0.233419215495	stage 12 inflorescence
AT3G60490	0.68069579367	root
AT3G60500	0.314568831399	carpel
AT3G60510	0.395333866308	dark-grown seedling
AT3G60520	0.336286798265	dark-grown seedling
AT3G60530	0.465613701619	dark-grown seedling
AT3G60540	0.50568785073	pollen
AT3G60550	0.77792006672	root
AT3G60560	1.0	light-grown seedling
AT3G60565	0.973541544935	pollen
AT3G60570	0.944718624285	pollen
AT3G60580	0.719100001616	stage 12 inflorescence
AT3G60590	0.210051799222	dark-grown seedling
AT3G60600	0.158543536095	dark-grown seedling
AT3G60613	0.954775807664	light-grown seedling
AT3G60620	0.332566500481	shoot apical meristem
AT3G60630	0.281786323088	carpel
AT3G60640	0.368163775416	receptacle
AT3G60650	0.921312887996	dark-grown seedling
AT3G60660	0.617969052144	carpel
AT3G60670	0.893216233673	carpel
AT3G60680	0.403890867994	root
AT3G60690	0.426788007472	receptacle
AT3G60700	0.7436709038	receptacle
AT3G60710	0.979511718705	leaf
AT3G60720	0.64775256245	receptacle
AT3G60730	0.977392308364	carpel
AT3G60740	0.375772929299	carpel
AT3G60750	0.202370829936	aerial
AT3G60760	1.0	pollen
AT3G60770	0.19201279149	carpel
AT3G60780	0.877476867947	stage 12 inflorescence
AT3G60800	0.281221259374	carpel
AT3G60810	0.223557386311	shoot apical meristem
AT3G60820	0.200539616491	root apical meristem
AT3G60830	0.391614402242	carpel
AT3G60840	0.56523852268	carpel
AT3G60850	0.203001691148	dark-grown seedling
AT3G60860	0.246378570085	root
AT3G60870	0.961619368312	root apical meristem
AT3G60880	0.202441971988	carpel
AT3G60890	0.66964587776	carpel
AT3G60900	0.602204225368	carpel
AT3G60910	0.206319767201	dark-grown seedling
AT3G60920	1.0	pollen
AT3G60930	0.364792407847	dark-grown seedling
AT3G60940	0.979188880749	dark-grown seedling
AT3G60955	0.911652573214	carpel
AT3G60957	0.9830796128	shoot apical meristem
AT3G60960	0.441406666505	carpel
AT3G60961	0.792331675492	receptacle
AT3G60965	0.71878520818	carpel
AT3G60966	0.970717813102	receptacle
AT3G60970	0.901992404632	carpel
AT3G60980	0.223236044073	receptacle
AT3G60990	0.847709975161	dark-grown seedling
AT3G61010	0.338855905018	dark-grown seedling
AT3G61020	0.264980966243	root
AT3G61028	0.991282633776	dark-grown seedling
AT3G61035	0.958430364776	carpel
AT3G61050	0.151771016407	carpel
AT3G61060	0.468970690256	dark-grown seedling
AT3G61070	0.238862911925	receptacle
AT3G61080	0.441890547359	leaf
AT3G61090	0.918289049727	carpel
AT3G61100	0.379855698775	carpel
AT3G61110	0.219983396134	carpel
AT3G61111	0.998300728045	root apical meristem
AT3G61113	0.658381569894	receptacle
AT3G61117	0.955789451728	root
AT3G61120	0.93967493549	carpel
AT3G61130	0.149790175885	carpel
AT3G61140	0.28362553148	carpel
AT3G61150	0.409128490896	carpel
AT3G61160	0.72324651374	pollen
AT3G61170	0.865680140823	pollen
AT3G61172	0.997410079411	receptacle
AT3G61175	0.994762732147	receptacle
AT3G61177	0.99940621916	receptacle
AT3G61180	0.215030112516	dark-grown seedling
AT3G61182	0.841295468868	stage 12 inflorescence
AT3G61185	0.885867160714	receptacle
AT3G61190	0.635378254895	carpel
AT3G61200	0.109111279682	stage 12 inflorescence
AT3G61210	0.548237778064	receptacle
AT3G61220	0.405187884744	stage 12 inflorescence
AT3G61230	0.914698088861	pollen
AT3G61240	0.28375419481	carpel
AT3G61250	0.802344812032	carpel
AT3G61260	0.222670329173	pollen
AT3G61270	0.85692339759	root
AT3G61280	0.878279861222	aerial
AT3G61300	0.983904168159	root apical meristem
AT3G61310	0.62231397803	carpel
AT3G61320	0.277442536251	carpel
AT3G61330	1.0	root apical meristem
AT3G61350	0.302007479918	carpel
AT3G61360	0.607397761706	carpel
AT3G61370	0.272515592752	carpel
AT3G61380	0.59005828089	root
AT3G61390	0.866519269495	root
AT3G61400	0.987228452836	root
AT3G61410	0.856215776756	root
AT3G61415	0.236146184106	carpel
AT3G61420	0.344236525526	dark-grown seedling
AT3G61430	0.265671389915	dark-grown seedling
AT3G61440	0.257383499204	dark-grown seedling
AT3G61450	0.628050121285	root
AT3G61460	0.31048470889	dark-grown seedling
AT3G61470	0.351797561605	leaf
AT3G61480	0.250342976832	dark-grown seedling
AT3G61490	0.457561773521	carpel
AT3G61520	0.447379743921	carpel
AT3G61530	0.316440655238	carpel
AT3G61540	0.284793601648	root
AT3G61545	1.0	light-grown seedling
AT3G61550	0.426015759936	carpel
AT3G61560	0.403390368737	pollen
AT3G61570	0.335659145903	receptacle
AT3G61571	0.891925706619	shoot apical meristem
AT3G61580	0.308063668251	pollen
AT3G61590	0.422161854975	pollen
AT3G61600	0.246120499147	dark-grown seedling
AT3G61610	0.468014940316	carpel
AT3G61620	0.323231314919	carpel
AT3G61630	0.298364589376	dark-grown seedling
AT3G61640	0.367748804553	carpel
AT3G61650	0.435244733821	carpel
AT3G61660	0.801453310212	root apical meristem
AT3G61670	0.442720981322	carpel
AT3G61680	0.711069748943	pollen
AT3G61690	0.19929654124	carpel
AT3G61700	0.443719314607	carpel
AT3G61710	0.200402356041	receptacle
AT3G61740	0.315774995649	carpel
AT3G61750	0.602191351009	root
AT3G61760	0.755239901577	pollen
AT3G61770	0.24712113585	carpel
AT3G61780	0.400780433987	shoot apical meristem
AT3G61790	0.313080770637	dark-grown seedling
AT3G61800	0.400838419756	carpel
AT3G61810	0.913966797307	root
AT3G61820	0.376443651838	receptacle
AT3G61825	1.0	shoot apical meristem
AT3G61826	1.0	light-grown seedling
AT3G61829	0.996892281084	stage 12 inflorescence
AT3G61830	0.5252205022	carpel
AT3G61840	0.867225130376	carpel
AT3G61850	0.396031439418	root
AT3G61860	0.214839744583	dark-grown seedling
AT3G61870	0.34512430313	shoot apical meristem
AT3G61880	0.807930744669	receptacle
AT3G61890	0.398060314796	dark-grown seedling
AT3G61898	0.528259678543	carpel
AT3G61900	0.598213327972	dark-grown seedling
AT3G61910	0.95289809363	pollen
AT3G61920	0.783441970194	shoot apical meristem
AT3G61930	0.734614685897	receptacle
AT3G61940	0.969462628626	carpel
AT3G61950	0.637014865841	carpel
AT3G61960	0.370306444333	receptacle
AT3G61970	0.606322004578	carpel
AT3G61980	0.291644854129	carpel
AT3G61990	0.625573686423	root
AT3G62000	0.363638286085	shoot apical meristem
AT3G62010	0.183596519455	receptacle
AT3G62020	0.450716158924	root apical meristem
AT3G62030	0.321926577541	shoot apical meristem
AT3G62040	0.718321419536	root
AT3G62050	0.65414745708	carpel
AT3G62060	0.496250972544	carpel
AT3G62070	0.435376814362	carpel
AT3G62080	0.319024435052	dark-grown seedling
AT3G62090	0.731132060207	dark-grown seedling
AT3G62100	0.683622041852	carpel
AT3G62110	0.29439144697	carpel
AT3G62120	0.200567752252	root
AT3G62130	0.320863301743	carpel
AT3G62140	0.222977710121	receptacle
AT3G62150	0.551033916201	receptacle
AT3G62160	0.620006738879	root apical meristem
AT3G62170	0.866479602548	pollen
AT3G62180	0.887331862074	pollen
