Gene	Tau	Tissue
AT1G74630	0.835054832934	carpel
AT1G74640	0.262129233314	stage 12 inflorescence
AT1G74650	0.729705570009	dark-grown seedling
AT1G74660	0.748009733839	root
AT1G74670	0.476324647657	receptacle
AT1G74680	0.290279342272	receptacle
AT1G74690	0.298623752552	carpel
AT1G74700	0.411004457606	carpel
AT1G74710	0.479943732909	aerial
AT1G74720	0.358199962675	carpel
AT1G74730	0.382711299353	shoot apical meristem
AT1G74740	0.405132418578	dark-grown seedling
AT1G74750	0.330408952911	carpel
AT1G74770	0.846845928485	root
AT1G74780	0.61000108372	pollen
AT1G74790	0.421760456959	dark-grown seedling
AT1G74800	0.30202633088	carpel
AT1G74810	0.857184466029	aerial
AT1G74820	0.927954779529	stage 12 inflorescence
AT1G74830	0.896846847265	pollen
AT1G74840	0.309403209001	root
AT1G74850	0.426246291696	shoot apical meristem
AT1G74860	0.269654527201	stage 12 inflorescence
AT1G74870	0.882857598634	stage 12 inflorescence
AT1G74875	0.782581831878	stage 12 inflorescence
AT1G74880	0.40881221413	leaf
AT1G74890	0.632985669927	shoot apical meristem
AT1G74900	0.548382575288	carpel
AT1G74910	0.288111953231	dark-grown seedling
AT1G74920	0.221510897179	dark-grown seedling
AT1G74930	0.710530422263	carpel
AT1G74940	0.275951390507	receptacle
AT1G74950	0.257539684213	carpel
AT1G74960	0.174587314245	shoot apical meristem
AT1G74970	0.365557589018	shoot apical meristem
AT1G75000	0.682411466319	receptacle
AT1G75010	0.32955396123	shoot apical meristem
AT1G75020	0.335263136609	receptacle
AT1G75030	0.490023867449	root
AT1G75040	0.635610917211	aerial
AT1G75050	0.84143850576	pollen
AT1G75060	0.65196794325	carpel
AT1G75070	0.99426152325	light-grown seedling
AT1G75080	0.264602062508	carpel
AT1G75090	0.63691069477	carpel
AT1G75100	0.507727262875	aerial
AT1G75110	0.619819978325	carpel
AT1G75120	0.581237624463	shoot apical meristem
AT1G75130	0.305437428438	dark-grown seedling
AT1G75140	0.388349754681	carpel
AT1G75150	0.605068160636	carpel
AT1G75160	0.902113744332	pollen
AT1G75163	0.496721726336	carpel
AT1G75166	0.363893984268	shoot apical meristem
AT1G75170	0.343591734986	receptacle
AT1G75180	0.219702829064	dark-grown seedling
AT1G75190	0.422476576081	shoot apical meristem
AT1G75200	0.302657605777	carpel
AT1G75210	0.253176413036	shoot apical meristem
AT1G75220	0.199134866216	dark-grown seedling
AT1G75230	0.286535584805	carpel
AT1G75240	0.589222465451	carpel
AT1G75250	0.644551929855	stage 12 inflorescence
AT1G75260	0.801061524728	root
AT1G75261	0.994428537654	root apical meristem
AT1G75270	0.342626535028	root apical meristem
AT1G75280	0.257203199517	stage 12 inflorescence
AT1G75290	0.561970153874	receptacle
AT1G75295	0.491743818462	dark-grown seedling
AT1G75300	0.830062587846	stage 12 inflorescence
AT1G75310	0.408894674571	carpel
AT1G75330	0.1956568519	carpel
AT1G75335	0.298683601278	carpel
AT1G75340	0.307167793309	carpel
AT1G75350	0.337905187186	shoot apical meristem
AT1G75360	0.719526915649	carpel
AT1G75370	0.211229361609	leaf
AT1G75380	0.288710181495	leaf
AT1G75390	0.524131400947	receptacle
AT1G75394	0.960957850552	receptacle
AT1G75400	0.209589682074	root
AT1G75410	0.32689243849	receptacle
AT1G75420	0.256669351122	carpel
AT1G75430	0.921594412477	carpel
AT1G75440	0.338455919215	dark-grown seedling
AT1G75450	0.669979311739	receptacle
AT1G75460	0.559625505553	leaf
AT1G75490	0.867443672753	dark-grown seedling
AT1G75500	0.229042450482	root
AT1G75510	0.221046784765	root
AT1G75520	0.753941558755	receptacle
AT1G75530	1.0	dark-grown seedling
AT1G75540	0.501538351697	dark-grown seedling
AT1G75550	0.544825435214	stage 12 inflorescence
AT1G75560	0.194343029975	root apical meristem
AT1G75570	1.0	light-grown seedling
AT1G75580	0.665948751989	carpel
AT1G75590	0.625740819978	root apical meristem
AT1G75600	0.863720443798	receptacle
AT1G75610	0.89206939974	pollen
AT1G75620	0.828525628282	root apical meristem
AT1G75630	0.110153304696	dark-grown seedling
AT1G75640	0.724311649083	carpel
AT1G75650	1.0	light-grown seedling
AT1G75660	0.128567252638	carpel
AT1G75670	0.421280794899	carpel
AT1G75680	0.180091971131	carpel
AT1G75690	0.403486153303	leaf
AT1G75700	0.749761955352	pollen
AT1G75710	0.355324776232	carpel
AT1G75717	0.981369725467	root apical meristem
AT1G75720	0.740006891521	root
AT1G75730	0.431716280072	receptacle
AT1G75750	0.410853223342	root apical meristem
AT1G75760	0.249500882639	dark-grown seedling
AT1G75770	0.45312128286	dark-grown seedling
AT1G75780	0.338501071222	root apical meristem
AT1G75790	0.984154937228	stage 12 inflorescence
AT1G75800	0.233892353724	dark-grown seedling
AT1G75810	0.252017917157	root apical meristem
AT1G75820	0.245463506465	shoot apical meristem
AT1G75830	0.920027324593	dark-grown seedling
AT1G75840	0.271810933479	carpel
AT1G75850	0.227348977698	root
AT1G75860	0.290237995855	carpel
AT1G75870	0.916244550314	pollen
AT1G75880	0.849742063097	stage 12 inflorescence
AT1G75890	0.900520353728	carpel
AT1G75891	0.900697378406	carpel
AT1G75900	0.598433346814	receptacle
AT1G75910	0.973036829305	stage 12 inflorescence
AT1G75920	0.97052001111	stage 12 inflorescence
AT1G75930	0.996844504681	stage 12 inflorescence
AT1G75940	0.961556186949	stage 12 inflorescence
AT1G75950	0.113311654849	root apical meristem
AT1G75960	0.676314030728	stage 12 inflorescence
AT1G75970	0.768554987186	light-grown seedling
AT1G75980	0.374330613073	carpel
AT1G75990	0.260827034685	carpel
AT1G76000	0.99426152325	light-grown seedling
AT1G76010	0.249426301753	root apical meristem
AT1G76020	0.283213261854	aerial
AT1G76030	0.164978125369	dark-grown seedling
AT1G76040	0.426318578551	root
AT1G76050	0.312817843272	shoot apical meristem
AT1G76060	0.141710542074	root apical meristem
AT1G76065	0.387331884103	carpel
AT1G76070	0.463114998143	root apical meristem
AT1G76080	0.388541247057	aerial
AT1G76090	0.351375752973	root apical meristem
AT1G76100	0.40651595094	shoot apical meristem
AT1G76110	0.385801244692	shoot apical meristem
AT1G76120	0.450768481202	carpel
AT1G76130	0.503766399101	aerial
AT1G76140	0.116232224331	carpel
AT1G76150	0.273414869454	receptacle
AT1G76160	0.169387652157	receptacle
AT1G76170	0.434161633287	carpel
AT1G76180	0.211532819139	dark-grown seedling
AT1G76185	0.180614254934	root
AT1G76190	0.780220979804	light-grown seedling
AT1G76200	0.16454094008	root apical meristem
AT1G76210	0.914111959864	dark-grown seedling
AT1G76220	0.935929173136	dark-grown seedling
AT1G76230	0.919475693415	receptacle
AT1G76240	0.554607055764	stage 12 inflorescence
AT1G76250	0.670464812364	root apical meristem
AT1G76260	0.33050541106	root
AT1G76270	0.369588579167	carpel
AT1G76280	0.333120403073	carpel
AT1G76290	1.0	receptacle
AT1G76300	0.301401991497	carpel
AT1G76310	0.569403531403	carpel
AT1G76320	0.388556688653	carpel
AT1G76330	1.0	light-grown seedling
AT1G76340	0.305568574566	carpel
AT1G76350	0.294602299968	carpel
AT1G76360	0.509902006594	aerial
AT1G76370	0.926992048313	pollen
AT1G76380	0.401778076643	carpel
AT1G76390	0.474476836218	receptacle
AT1G76400	0.298942985651	carpel
AT1G76405	0.354532773391	shoot apical meristem
AT1G76410	0.559901508731	dark-grown seedling
AT1G76420	0.943492388965	carpel
AT1G76430	0.91322954835	root
AT1G76440	0.406620042675	carpel
AT1G76450	0.367134193475	shoot apical meristem
AT1G76460	0.434639608361	dark-grown seedling
AT1G76470	0.787315953486	root apical meristem
AT1G76480	0.916101840721	carpel
AT1G76490	0.145543947655	dark-grown seedling
AT1G76500	0.826687003882	root apical meristem
AT1G76510	0.314921918532	carpel
AT1G76520	0.296864578587	receptacle
AT1G76530	0.876600258331	stage 12 inflorescence
AT1G76540	0.461858416966	carpel
AT1G76550	0.292751444104	root
AT1G76560	0.369242314704	root apical meristem
AT1G76570	0.436949579228	aerial
AT1G76580	0.425891799788	carpel
AT1G76590	0.460322706981	dark-grown seedling
AT1G76600	0.307164846631	carpel
AT1G76610	0.591295007611	receptacle
AT1G76620	0.46057283361	carpel
AT1G76630	0.373096785223	carpel
AT1G76640	0.702122284229	stage 12 inflorescence
AT1G76650	0.526987569834	carpel
AT1G76660	0.333434069337	carpel
AT1G76670	0.139693110053	stage 12 inflorescence
AT1G76680	0.425566365137	root apical meristem
AT1G76690	0.489514030182	root apical meristem
AT1G76700	0.361441432954	dark-grown seedling
AT1G76705	0.653253430544	receptacle
AT1G76710	0.271393366714	carpel
AT1G76720	0.503374787496	carpel
AT1G76730	0.26511407755	leaf
AT1G76740	0.764024814183	carpel
AT1G76750	0.908255703249	carpel
AT1G76760	0.388764632507	root
AT1G76770	0.971275751828	pollen
AT1G76780	0.698391459576	pollen
AT1G76790	0.533054393694	root
AT1G76800	0.628451234711	root
AT1G76810	0.188910154232	root
AT1G76820	0.536087789931	receptacle
AT1G76830	0.994835347797	carpel
AT1G76850	0.17745873954	dark-grown seedling
AT1G76860	0.187712139941	carpel
AT1G76870	0.479699035922	carpel
AT1G76878	0.481815048284	receptacle
AT1G76880	0.2548029609	stage 12 inflorescence
AT1G76890	0.383923508683	dark-grown seedling
AT1G76892	0.787732345133	stage 12 inflorescence
AT1G76900	0.245926205682	root
AT1G76911	0.995964555329	pollen
AT1G76920	0.27737236187	dark-grown seedling
AT1G76930	0.449262932919	root
AT1G76940	0.156702384592	carpel
AT1G76950	0.305413642842	carpel
AT1G76952	0.871355623254	root
AT1G76954	0.856664277162	aerial
AT1G76955	0.767601448177	aerial
AT1G76960	0.824231031179	aerial
AT1G76965	0.933920494927	pollen
AT1G76970	0.310185684397	root
AT1G76980	0.479797667185	root
AT1G76990	0.261671974753	root
AT1G76994	1.0	leaf
AT1G77000	0.421745773686	receptacle
AT1G77010	0.829740108708	carpel
AT1G77020	0.451789022768	root
AT1G77030	0.342271424103	carpel
AT1G77040	1.0	leaf
AT1G77060	0.405989646152	shoot apical meristem
AT1G77080	0.268852729507	receptacle
AT1G77090	0.400189085788	leaf
AT1G77093	1.0	receptacle
AT1G77110	0.686347415977	receptacle
AT1G77120	0.568883965277	root
AT1G77122	0.425640552828	shoot apical meristem
AT1G77130	0.374243748128	root
AT1G77131	0.584079582262	root
AT1G77140	0.2465116267	root
AT1G77145	0.786492834168	root
AT1G77150	0.815041049243	receptacle
AT1G77160	1.0	root
AT1G77170	0.370047562257	carpel
AT1G77180	0.160615952724	dark-grown seedling
AT1G77190	1.0	light-grown seedling
AT1G77200	0.57703590098	carpel
AT1G77210	0.607866789528	dark-grown seedling
AT1G77220	0.279258240735	receptacle
AT1G77230	0.327994385928	carpel
AT1G77240	0.588818428061	carpel
AT1G77250	0.294176268152	pollen
AT1G77260	0.232127544883	stage 12 inflorescence
AT1G77270	0.690041741875	carpel
AT1G77280	0.448425389509	root
AT1G77290	0.38803660798	receptacle
AT1G77300	0.179831536625	pollen
AT1G77310	0.50081934514	carpel
AT1G77320	0.531455436629	carpel
AT1G77330	0.711002448337	root
AT1G77350	0.276904123686	carpel
AT1G77360	0.680494941051	carpel
AT1G77370	0.182579222671	root
AT1G77380	0.737183548101	receptacle
AT1G77390	0.799427083134	carpel
AT1G77400	0.562371558082	receptacle
AT1G77405	0.759979774783	carpel
AT1G77410	0.636879410651	pollen
AT1G77420	0.285471671602	root
AT1G77440	0.210306826477	carpel
AT1G77450	0.646991042642	root apical meristem
AT1G77460	0.43212961358	carpel
AT1G77470	0.410004772037	carpel
AT1G77480	0.293870618325	dark-grown seedling
AT1G77490	0.388221034814	shoot apical meristem
AT1G77500	0.371572578791	root
AT1G77510	0.237887587177	root
AT1G77520	0.727747609887	carpel
AT1G77525	0.870367655459	receptacle
AT1G77530	0.924867145242	root
AT1G77540	0.164437487116	carpel
AT1G77550	0.349319025036	carpel
AT1G77560	1.0	leaf
AT1G77570	0.562408400594	carpel
AT1G77580	0.443972839507	carpel
AT1G77590	0.418750833758	stage 12 inflorescence
AT1G77600	0.461595157949	carpel
AT1G77610	0.32333341124	carpel
AT1G77620	0.494125960381	carpel
AT1G77630	0.497663846633	carpel
AT1G77640	0.779901950344	root
AT1G77655	1.0	light-grown seedling
AT1G77660	0.485267922516	carpel
AT1G77670	0.342631572236	carpel
AT1G77680	0.308143693302	receptacle
AT1G77682	1.0	light-grown seedling
AT1G77690	0.4656768053	dark-grown seedling
AT1G77700	0.524963204021	receptacle
AT1G77710	0.169872651334	receptacle
AT1G77720	0.472145797303	carpel
AT1G77730	0.938951694812	pollen
AT1G77740	0.202846879867	shoot apical meristem
AT1G77750	0.280527896594	carpel
AT1G77760	0.414654280546	root
AT1G77765	0.834111090767	receptacle
AT1G77770	0.339879900931	receptacle
AT1G77790	1.0	root
AT1G77800	0.181546896441	receptacle
AT1G77810	0.33268409856	receptacle
AT1G77815	0.970552604646	stage 12 inflorescence
AT1G77840	0.103246568846	receptacle
AT1G77850	0.385273936554	carpel
AT1G77855	0.636803209741	carpel
AT1G77860	0.981046262558	carpel
AT1G77870	0.769187410404	stage 12 inflorescence
AT1G77880	0.704992996188	root
AT1G77885	0.555280448694	root
AT1G77890	0.516473937832	receptacle
AT1G77920	0.437495867973	root
AT1G77930	0.284066792166	aerial
AT1G77932	1.0	receptacle
AT1G77940	0.172892544678	carpel
AT1G77950	1.0	dark-grown seedling
AT1G77960	0.921643860771	leaf
AT1G77980	0.922397782106	pollen
AT1G77990	0.594739255567	receptacle
AT1G77992	0.920778367857	stage 12 inflorescence
AT1G78000	0.619682870615	root
AT1G78010	0.354507174536	dark-grown seedling
AT1G78020	0.319392984444	aerial
AT1G78030	0.768214841818	leaf
AT1G78040	0.195201312138	carpel
AT1G78050	0.561256037111	root
AT1G78060	0.344257780241	root
AT1G78070	0.412824392115	aerial
AT1G78080	0.260956028546	dark-grown seedling
AT1G78090	0.619214457275	root
AT1G78100	0.396895063418	root apical meristem
AT1G78110	0.444197799515	stage 12 inflorescence
AT1G78120	0.70214301445	root
AT1G78130	0.484606347367	dark-grown seedling
AT1G78140	0.163390981665	leaf
AT1G78150	0.238116121265	dark-grown seedling
AT1G78160	0.999690058165	stage 12 inflorescence
AT1G78170	0.48677003005	stage 12 inflorescence
AT1G78172	0.695355394672	carpel
AT1G78180	0.338529503673	shoot apical meristem
AT1G78190	0.236433874205	root apical meristem
AT1G78200	0.243091855306	receptacle
AT1G78210	0.426300717961	carpel
AT1G78230	0.547550107828	aerial
AT1G78240	0.220147936419	dark-grown seedling
AT1G78260	0.436901643897	root apical meristem
AT1G78265	0.525228857262	dark-grown seedling
AT1G78270	0.503910490227	dark-grown seedling
AT1G78280	0.284552023553	receptacle
AT1G78290	0.603283075406	dark-grown seedling
AT1G78300	0.122824081352	carpel
AT1G78310	0.379791378618	root apical meristem
AT1G78320	0.799664125098	root
AT1G78330	0.884559870596	receptacle
AT1G78340	0.78890649778	root apical meristem
AT1G78360	1.0	root
AT1G78370	0.359367022684	shoot apical meristem
AT1G78380	0.232862729903	root
AT1G78390	0.873724992273	root
AT1G78400	0.97427659348	carpel
AT1G78410	0.761910959215	aerial
AT1G78420	0.26386230325	receptacle
AT1G78430	0.563905646757	carpel
AT1G78440	0.789961096252	receptacle
AT1G78450	0.604855842864	receptacle
AT1G78460	0.615417539408	pollen
AT1G78476	0.831817328004	receptacle
AT1G78480	0.343409704031	receptacle
AT1G78490	0.566700216549	receptacle
AT1G78510	0.383775493506	aerial
AT1G78520	0.845615836597	root
AT1G78530	0.675124968805	root
AT1G78540	0.480564794905	carpel
AT1G78550	0.345541564415	dark-grown seedling
AT1G78560	0.20464339466	carpel
AT1G78570	0.194166182183	root
AT1G78580	0.391112511952	receptacle
AT1G78590	0.163772538727	carpel
AT1G78600	0.267588545866	stage 12 inflorescence
AT1G78610	0.391575200749	receptacle
AT1G78620	0.205021957119	aerial
AT1G78630	0.317308395919	shoot apical meristem
AT1G78650	0.476255675257	carpel
AT1G78660	0.287170341073	dark-grown seedling
AT1G78670	0.337730680392	dark-grown seedling
AT1G78680	0.221613474743	stage 12 inflorescence
AT1G78690	0.304630270997	carpel
AT1G78700	0.234617347796	carpel
AT1G78710	0.896657484519	stage 12 inflorescence
AT1G78720	0.964193722494	dark-grown seedling
AT1G78730	0.566795599494	carpel
AT1G78750	0.814649109326	dark-grown seedling
AT1G78770	0.525447302949	carpel
AT1G78780	0.676235982044	receptacle
AT1G78790	0.190856762533	carpel
AT1G78800	0.194954205074	carpel
AT1G78810	0.30805940286	carpel
AT1G78815	0.934098106134	root
AT1G78820	0.447790485465	carpel
AT1G78830	0.315138087084	leaf
AT1G78850	0.455894538954	root apical meristem
AT1G78860	0.736162926093	root
AT1G78870	0.181119786249	receptacle
AT1G78880	0.285781459701	carpel
AT1G78890	0.20865596706	dark-grown seedling
AT1G78895	0.21085478538	pollen
AT1G78900	0.138564446496	root
AT1G78910	0.421607585411	carpel
AT1G78915	0.378654223984	shoot apical meristem
AT1G78920	0.173165235033	carpel
AT1G78922	0.817231597502	stage 12 inflorescence
AT1G78930	0.558016237757	carpel
AT1G78940	0.809329711865	pollen
AT1G78950	0.78609560141	stage 12 inflorescence
AT1G78955	0.850645649772	carpel
AT1G78960	0.665115883117	stage 12 inflorescence
AT1G78970	0.557877131883	receptacle
AT1G78980	0.926387244542	pollen
AT1G78990	0.874959678185	root
AT1G78995	0.531119740085	shoot apical meristem
AT1G79000	0.24286697879	dark-grown seedling
AT1G79010	0.16643948401	root
AT1G79020	0.213383598947	dark-grown seedling
AT1G79030	0.389340392038	root
AT1G79040	0.296809044238	leaf
AT1G79050	0.241630163545	stage 12 inflorescence
AT1G79060	0.561853778186	carpel
AT1G79070	0.393330507987	carpel
AT1G79080	0.375116608755	shoot apical meristem
AT1G79090	0.123151587947	root
AT1G79100	0.719277670768	carpel
AT1G79110	0.356772743392	aerial
AT1G79120	0.904789952322	carpel
AT1G79130	0.919505204076	root apical meristem
AT1G79150	0.38370485945	carpel
AT1G79160	0.366902735902	receptacle
AT1G79170	0.427311460996	shoot apical meristem
AT1G79180	0.774225223028	root
AT1G79190	0.393157857663	carpel
AT1G79200	0.327707620511	carpel
AT1G79210	0.211289959875	carpel
AT1G79220	0.599301853131	carpel
AT1G79230	0.18871523705	root
AT1G79245	0.248334050567	dark-grown seedling
AT1G79250	0.89975892531	pollen
AT1G79260	0.269889633646	root
AT1G79270	0.371934615586	root
AT1G79280	0.223091692445	carpel
AT1G79310	0.901851817586	root
AT1G79320	0.873879576444	root
AT1G79330	0.87160261566	root
AT1G79340	0.185066000479	root
AT1G79350	0.172625047859	carpel
AT1G79360	0.750433302196	carpel
AT1G79370	1.0	carpel
AT1G79380	0.244943152029	dark-grown seedling
AT1G79390	0.191569990013	carpel
AT1G79400	0.932864514693	pollen
AT1G79410	0.535508052347	root apical meristem
AT1G79420	0.571108165767	carpel
AT1G79430	0.356121768698	receptacle
AT1G79440	0.208210548091	carpel
AT1G79450	0.56513187463	pollen
AT1G79460	0.471322265145	carpel
AT1G79470	0.401312246727	root
AT1G79480	0.779360787526	root apical meristem
AT1G79490	0.524218600785	carpel
AT1G79500	0.270446131014	carpel
AT1G79510	0.431137195565	aerial
AT1G79520	0.60482214507	receptacle
AT1G79529	0.522371553693	receptacle
AT1G79530	0.399708116451	root
AT1G79540	0.367525590282	carpel
AT1G79550	0.266120167868	root apical meristem
AT1G79560	0.355355630697	shoot apical meristem
AT1G79570	0.213019077399	carpel
AT1G79580	0.87263146969	root
AT1G79590	0.160102231986	root
AT1G79600	0.306986943594	aerial
AT1G79610	0.369226373543	carpel
AT1G79620	0.549420346724	root
AT1G79630	0.355351673989	carpel
AT1G79640	0.641555642647	pollen
AT1G79650	0.297567901358	carpel
AT1G79660	0.403163189155	pollen
AT1G79670	0.295154814078	root
AT1G79680	0.813144672221	leaf
AT1G79690	0.306331307019	carpel
AT1G79700	0.412333232762	dark-grown seedling
AT1G79710	0.512510037329	root apical meristem
AT1G79720	0.34409066832	carpel
AT1G79730	0.190120786657	carpel
AT1G79740	0.319112700596	dark-grown seedling
AT1G79750	0.162567263079	dark-grown seedling
AT1G79760	0.670632503874	root apical meristem
AT1G79770	0.905234099152	aerial
AT1G79780	0.480018554011	stage 12 inflorescence
AT1G79790	0.282350764906	leaf
AT1G79800	0.931846892774	stage 12 inflorescence
AT1G79810	0.235796868113	carpel
AT1G79820	0.455834072301	carpel
AT1G79830	0.150582078013	dark-grown seedling
AT1G79840	0.528905721751	shoot apical meristem
AT1G79850	0.3535310028	receptacle
AT1G79860	0.903050119972	pollen
AT1G79870	0.17239988359	root apical meristem
AT1G79880	0.353733840882	carpel
AT1G79890	0.817600194368	carpel
AT1G79900	0.830390610446	receptacle
AT1G79910	0.776179732662	pollen
AT1G79915	0.943314086995	pollen
AT1G79920	0.193413504271	carpel
AT1G79930	0.154356433627	root apical meristem
AT1G79940	0.183704838443	root
AT1G79950	0.306972466962	carpel
AT1G79960	0.990768129855	root apical meristem
AT1G79970	0.184159719789	receptacle
AT1G79980	1.0	light-grown seedling
AT1G79990	0.175390777641	carpel
AT1G80000	0.14783300296	dark-grown seedling
AT1G80010	0.184899047461	aerial
AT1G80020	0.299428781567	carpel
AT1G80030	0.325186100654	shoot apical meristem
AT1G80040	0.108117476993	carpel
AT1G80050	0.29785116145	root
AT1G80060	0.462207570899	carpel
AT1G80070	0.245791864204	carpel
AT1G80080	0.597978475532	shoot apical meristem
AT1G80090	0.978577345777	dark-grown seedling
AT1G80100	0.850498020355	root apical meristem
AT1G80110	0.5398452015	receptacle
AT1G80120	0.479263596601	receptacle
AT1G80130	0.840719870933	aerial
AT1G80133	0.95914439908	light-grown seedling
AT1G80150	0.385123504965	carpel
AT1G80160	0.720054860076	receptacle
AT1G80170	0.365852846015	carpel
AT1G80180	0.397939205084	dark-grown seedling
AT1G80190	0.362428572728	dark-grown seedling
AT1G80200	0.682080330117	pollen
AT1G80210	0.26026324589	dark-grown seedling
AT1G80230	0.23249910633	root apical meristem
AT1G80240	0.725604644169	root apical meristem
AT1G80245	0.343426899688	carpel
AT1G80250	0.947655207866	light-grown seedling
AT1G80260	0.296642080645	carpel
AT1G80270	0.433321156967	carpel
AT1G80280	0.461540042502	pollen
AT1G80290	0.298395559854	carpel
AT1G80300	0.363171678499	receptacle
AT1G80310	0.274740018266	dark-grown seedling
AT1G80320	0.619080480764	root
AT1G80325	0.488328902558	root
AT1G80330	1.0	receptacle
AT1G80340	0.855915464072	root
AT1G80350	0.217192243532	carpel
AT1G80360	0.248699933524	root
AT1G80370	0.576575684299	carpel
AT1G80380	0.253285173575	dark-grown seedling
AT1G80390	1.0	dark-grown seedling
AT1G80400	0.263853926361	carpel
AT1G80410	0.203622283654	dark-grown seedling
AT1G80420	0.352245110136	dark-grown seedling
AT1G80440	0.532618641614	dark-grown seedling
AT1G80450	0.502596715244	carpel
AT1G80460	0.189796474506	root
AT1G80470	0.933185452313	pollen
AT1G80480	0.368513252214	shoot apical meristem
AT1G80490	0.271839407721	carpel
AT1G80500	0.151926114942	root
AT1G80510	0.156667481161	receptacle
AT1G80520	0.51622490388	root apical meristem
AT1G80530	0.29290585609	carpel
AT1G80540	0.873886231248	pollen
AT1G80550	0.216976272455	dark-grown seedling
AT1G80555	0.692284791317	root apical meristem
AT1G80560	0.235987819855	shoot apical meristem
AT1G80570	0.706414678678	dark-grown seedling
AT1G80590	1.0	leaf
AT1G80600	0.200572484231	shoot apical meristem
AT1G80610	0.370835798787	carpel
AT1G80620	0.308294568067	carpel
AT1G80630	0.357402878648	dark-grown seedling
AT1G80640	0.428911091813	carpel
AT1G80650	0.328527356554	receptacle
AT1G80660	0.935033589796	stage 12 inflorescence
AT1G80670	0.26253362323	carpel
AT1G80680	0.289334718659	carpel
AT1G80690	0.436574028933	root
AT1G80700	0.265438409983	carpel
AT1G80710	0.546197060177	carpel
AT1G80720	0.444006853194	carpel
AT1G80730	0.900020219625	root
AT1G80745	0.872111130793	stage 12 inflorescence
AT1G80750	0.269991846407	carpel
AT1G80760	0.56659390659	receptacle
AT1G80770	0.345708467151	shoot apical meristem
AT1G80780	0.191282110669	dark-grown seedling
AT1G80790	0.273762969406	carpel
AT1G80800	0.298549749113	receptacle
AT1G80810	0.38727687517	carpel
AT1G80820	0.786065648819	root
AT1G80830	0.365263310437	dark-grown seedling
AT1G80840	0.570709573545	carpel
AT1G80850	0.484762446224	carpel
AT1G80860	0.232740754377	carpel
AT1G80865	1.0	shoot apical meristem
AT1G80870	0.323805866218	carpel
AT1G80880	0.608295109316	carpel
AT1G80890	0.245300748081	carpel
AT1G80900	0.399763192374	carpel
AT1G80910	0.226393049263	root
AT1G80920	0.231175417143	dark-grown seedling
AT1G80930	0.232917204183	carpel
AT1G80940	0.255012119501	receptacle
AT1G80950	0.150852247474	receptacle
AT1G80960	0.392888319269	receptacle
AT1G80970	0.430810440964	carpel
AT1G80980	0.408414614804	carpel
AT1G81001	0.676775780074	root
AT2G01008	0.438316964878	root apical meristem
AT2G01010	0.499698221112	pollen
AT2G01020	0.530489457514	stage 12 inflorescence
AT2G01021	0.974188150757	root apical meristem
AT2G01023	1.0	light-grown seedling
AT2G01029	1.0	light-grown seedling
AT2G01031	1.0	pollen
AT2G01037	1.0	light-grown seedling
AT2G01040	0.964752788288	light-grown seedling
AT2G01060	0.223206190676	carpel
AT2G01070	0.25251828506	dark-grown seedling
AT2G01080	0.294801222137	carpel
AT2G01090	0.141045484473	carpel
AT2G01100	0.239002209233	dark-grown seedling
AT2G01110	0.316959417795	shoot apical meristem
AT2G01120	0.508659877917	carpel
AT2G01130	0.394500805182	carpel
AT2G01140	0.267868729634	root apical meristem
AT2G01150	0.388303069819	carpel
AT2G01160	1.0	leaf
AT2G01170	0.241950286395	root apical meristem
AT2G01175	0.880670987065	root
AT2G01180	0.31442946371	root apical meristem
AT2G01190	0.366634952332	dark-grown seedling
AT2G01200	0.711060015562	carpel
AT2G01210	0.645002372378	carpel
AT2G01220	0.166946798066	dark-grown seedling
AT2G01240	1.0	carpel
AT2G01250	0.227788871047	carpel
AT2G01260	0.170285786875	stage 12 inflorescence
AT2G01270	0.22396773608	dark-grown seedling
AT2G01275	0.814269497871	pollen
AT2G01290	0.284937629927	aerial
AT2G01300	0.604826925838	root
AT2G01320	0.334838046588	dark-grown seedling
AT2G01330	0.43062482556	pollen
AT2G01340	0.34987540408	dark-grown seedling
AT2G01350	0.223757231808	root
AT2G01390	0.572184157456	carpel
AT2G01400	0.346754843523	carpel
AT2G01410	0.118492450677	stage 12 inflorescence
AT2G01420	0.305074486172	dark-grown seedling
AT2G01430	0.86602356308	root
AT2G01440	0.31200142003	carpel
AT2G01450	0.311904383509	dark-grown seedling
AT2G01460	0.478688160095	receptacle
AT2G01470	0.233761184651	root
AT2G01480	0.268841325684	pollen
AT2G01490	0.227419154962	dark-grown seedling
AT2G01500	1.0	carpel
AT2G01505	0.380941836486	shoot apical meristem
AT2G01510	0.731341053406	carpel
AT2G01520	0.779584701927	root
AT2G01530	0.793542995847	root
AT2G01540	0.267263895471	root
AT2G01554	0.929090002878	pollen
AT2G01570	0.263268813049	carpel
AT2G01580	0.913170929153	root
AT2G01590	0.466802388109	shoot apical meristem
AT2G01600	0.177842035615	root apical meristem
AT2G01610	0.614010095415	receptacle
AT2G01620	0.203815312262	leaf
AT2G01630	0.391064373999	carpel
AT2G01640	0.382262665462	carpel
AT2G01650	0.203584756612	root
AT2G01660	0.446212955585	receptacle
AT2G01667	1.0	pollen
AT2G01670	0.194831601045	root
AT2G01680	0.282289339855	aerial
AT2G01690	0.214438710023	root
AT2G01700	1.0	light-grown seedling
AT2G01710	0.283252726893	dark-grown seedling
AT2G01720	0.264982505869	carpel
AT2G01730	0.668837736122	carpel
