AT1G24520,9906.369999999999
AT1G31250,0.115
AT1G35230,0.09
AT1G63530,0.0
AT1G63540,0.0
AT2G14890,0.025
AT2G22470,0.395
AT2G28440,77.035
AT2G45000,5.6
AT2G47930,0.05
AT3G01700,8655.26
AT3G06360,0.0
AT3G22070,0.0
AT3G45230,2.945
AT4G09030,0.0
AT4G16980,0.0
AT4G40090,0.0
AT5G10430,0.0
AT5G14380,8237.71
AT5G18690,0.03
AT5G64310,0.17
AT5G65390,0.0
AT1G68725,0.0
AT2G23130,0.0
AT4G37450,0.025
AT1G51915,7.275
AT1G55330,35.855000000000004
AT2G41905,7663.455
AT2G46330,1.9449999999999998
AT3G01730,0.0
AT3G13520,0.04
AT3G20865,10310.099999999999
AT3G57690,19083.9
AT3G61640,2.6550000000000002
AT4G26320,0.0
AT5G11740,0.115
AT5G12880,0.0
AT5G24105,3806.83
AT5G40730,3524.185
AT5G53250,53.635000000000005
AT5G56540,1.01
AT1G03870,0.0
AT1G15190,0.07500000000000001
AT2G04780,0.0
AT2G20520,0.0
AT2G24450,4988.15
AT2G35860,0.0
AT2G45470,0.0
AT3G11700,1.595
AT3G12660,0.0
AT3G46550,0.045
AT3G52370,0.0
AT3G60900,0.0
AT4G12730,0.015
AT4G31370,0.865
AT5G03170,0.0
AT5G06390,0.0
AT5G06920,0.0
AT5G40940,0.0
AT5G44130,0.07500000000000001
AT5G55730,0.0
AT5G60490,0.0
AT2G23990,0.0
AT2G25060,0.0
AT2G26720,0.125
AT2G31050,0.0
AT2G32300,0.0
AT2G44790,0.0
AT3G20570,0.21000000000000002
AT3G60270,0.0
AT3G60280,0.0
AT4G27520,0.06
AT4G28365,0.0
AT4G30590,0.12
AT4G31840,0.0
AT4G32490,0.0
AT5G25090,0.0
AT5G26330,0.0
AT5G53870,0.02
AT1G03820,0.03
AT1G28290,0.05
AT1G36150,0.09
AT2G33790,0.0
AT5G21160,0.51
AT5G56330,0.0
AT1G26240,0.045
AT1G26250,0.0
AT4G08370,0.0
AT4G13390,0.0
AT5G19810,0.0
AT1G23720,0.0
AT2G24980,0.0
AT2G43150,0.04
AT3G28550,0.0
AT3G54580,0.01
AT3G54590,0.0
AT4G08400,0.0
AT4G08410,0.0
AT5G06630,0.0
AT5G06640,0.0
AT5G35190,0.0
AT5G49080,0.0
AT1G21310,0.0
AT1G76930,0.055
AT4G08380,0.0
AT1G02405,0.045
AT1G23040,0.0
AT1G54215,59.64
AT1G70990,0.0
AT3G06750,0.0
AT3G20850,0.0
AT3G49270,2.285
AT4G16140,0.0
AT5G11990,0.045
AT5G19800,0.105
AT5G26080,0.0
AT5G49280,0.02
AT1G12040,0.0
AT1G49490,3043.35
AT1G62440,0.060000000000000005
AT2G15880,2671.7749999999996
AT3G19020,2748.085
AT3G22800,0.0
AT3G24480,0.0
AT4G13340,0.03
AT4G18670,0.0
AT4G33970,951.0699999999999
AT5G25550,2.145
AT1G10620,128.245
AT1G23540,141.19
AT1G26150,0.075
AT1G49270,419.16999999999996
AT1G52290,0.0
AT1G70460,0.01
AT2G18470,893.3050000000001
AT3G18810,649.225
AT3G24540,0.045
AT3G24550,0.01
AT4G32710,0.0
AT4G34440,131.535
AT5G38560,0.01
AT3G11030,0.355
AT3G19430,0.0
AT3G53330,0.07
AT1G62760,3.3049999999999997
AT3G50580,0.075
AT4G11430,0.595
AT4G22470,0.0
AT1G15825,0.0
AT1G54970,0.0
AT2G21140,0.07
AT2G27380,0.01
AT2G47530,0.0
AT3G50570,0.22000000000000003
AT3G62680,0.0
AT4G38770,0.1
AT5G09520,0.04
AT5G09530,0.02
AT5G15780,0.0
AT5G59170,0.405
AT1G09460,0.0
AT1G62500,0.0
AT2G10940,0.06
AT3G22120,0.0
AT4G15160,0.0
AT5G14920,0.015
